ENROLLMENT ID - BUYER,ENROLLMENT STATE - BUYER,PROVIDER TYPE CODE - BUYER,PROVIDER TYPE TEXT - BUYER,NPI - BUYER,MULTIPLE NPI FLAG - BUYER,CCN - BUYER,ASSOCIATE ID - BUYER,ORGANIZATION NAME - BUYER,DOING BUSINESS AS NAME - BUYER,CHOW TYPE CODE,CHOW TYPE TEXT,EFFECTIVE DATE,ENROLLMENT ID - SELLER,ENROLLMENT STATE - SELLER,PROVIDER TYPE CODE - SELLER,PROVIDER TYPE TEXT - SELLER,NPI - SELLER,MULTIPLE NPI FLAG - SELLER,CCN - SELLER,ASSOCIATE ID - SELLER,ORGANIZATION NAME - SELLER,DOING BUSINESS AS NAME - SELLER
O20170817002323,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1295264679,N,225284,5496027963,19 OBERY STREET OPERATOR LLC,PLYMOUTH HARBORSIDE HEALTHCARE,CH,CHANGE OF OWNERSHIP,2017-09-01,O20060412000334,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1699727560,N,225284,9638188097,GGNSC PLYMOUTH LLC,GOLDEN LIVINGCENTER-PLYMOUTH
O20170817002469,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1952830325,N,225267,0648542126,193 PLEASANT STREET OPERATOR LLC,GARDEN PLACE HEALTHCARE,CH,CHANGE OF OWNERSHIP,2017-09-01,O20060412000790,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1639121510,N,225267,9638188089,GGNSC ATTLEBORO PLEASANT MANOR LLC,GOLDEN LIVINGCENTER -GARDEN PLACE
O20170817002770,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1922522507,N,056176,2769754241,"ASFP, LLC",PACIFIC HEIGHTS TRANSITIONAL CARE CENTER,CH,CHANGE OF OWNERSHIP,2017-09-01,O20031110000269,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1992882278,N,056176,8527977891,KINDRED NURSING CENTERS WEST LLC,KINDRED NURSING AND REHABILITATION-GOLDEN GATE
O20170817003454,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1093244550,N,225324,2264704766,25 ARMORY STREET OPERATOR LLC,WEST NEWTON HEALTHCARE,CH,CHANGE OF OWNERSHIP,2017-09-01,O20060412000297,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1124079694,N,225324,2860401213,GGNSC WEST NEWTON LLC,GOLDEN LIVINGCENTER - WEST NEWTON
O20170817003864,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1366971749,N,225067,5991077406,146 DEAN STREET OPERATOR LLC,WEDGEMERE HEALTHCARE,CH,CHANGE OF OWNERSHIP,2017-09-01,O20060412000347,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1700838679,N,225067,3072522432,GGNSC TAUNTON LLC,GOLDEN LIVINGCENTER-WEDGEMERE
O20170817004039,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1417486713,N,225343,5597037010,460 WASHINGTON STREET OPERATOR LLC,NORWOOD HEALTHCARE,CH,CHANGE OF OWNERSHIP,2017-09-01,O20060412000367,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1548212418,N,225343,0244249605,GGNSC NORWOOD LLC,GOLDEN LIVINGCENTER NORWOOD
O20170817004374,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1841693793,N,675096,3072412725,EASTLAND MEMORIAL HOSPITAL DISTRICT,HOMESTEAD NURSING AND REHABILITATION OF HILLSBORO,CH,CHANGE OF OWNERSHIP,2017-03-01,O20141203001875,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1841693793,N,675096,7810219797,"HILLSBORO NURSING OPERATIONS, LLC",HOMESTEAD NURSING AND REHABILITATION OF HILLSBORO
O20170821000073,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1760911135,N,225009,9537431937,383 MILL STREET OPERATOR LLC,THE HERMITAGE HEALTHCARE,CH,CHANGE OF OWNERSHIP,2017-09-01,O20060412000331,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1043262926,N,225009,6901815364,GGNSC WORCESTER LLC,GOLDEN LIVINGCENTER - THE HERMITAGE
O20170821001421,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1295256360,N,225269,8527330950,"HOLYOKE RETIREMENT COMMUNITY, INC.",DAY BROOK VILLAGE SENIOR LIVING,CH,CHANGE OF OWNERSHIP,2017-11-01,O20141106000897,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1669454955,N,225269,6406078484,LOOMIS HOUSE INC.,LOOMIS HOUSE NURSING CENTER
O20170821003272,OR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1053852327,N,385120,8820360191,VALLEY WEST OPERATIONS LLC,VALLEY WEST HEALTH CARE CENTER,CH,CHANGE OF OWNERSHIP,2017-10-01,O20070717000295,OR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1083669105,N,385120,6608783543,"LIFE CARE CENTERS OF AMERICA, INC.",VALLEY WEST HEALTH CARE CENTER
O20170822000867,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1902329782,N,055093,9537431820,AGSE LLC,SOUTH MARIN HEALTH & WELLNESS CENTER,CH,CHANGE OF OWNERSHIP,2017-09-01,O20080305000184,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1235159039,N,055093,9032214267,"GREENBRAE CARE CENTER, LLC",KINDRED NURSING AND TRANSITIONAL CARE- SOUTH MARIN
O20170825000652,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1609306091,N,465179,3577625946,CAREMERIDIAN LLC,NEURORESTORATIVE,CH,CHANGE OF OWNERSHIP,2017-07-01,O20130225000001,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1639446297,N,465179,6709031727,COUNTRY LIFE CARE CENTERS,COUNTRY LIFE CARE CENTER
O20170825001851,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1285150771,N,335751,4880966852,YGC AT WOODYCREST LLC,HIGHBRIDGE WOODYCREST CENTER,CH,CHANGE OF OWNERSHIP,2017-08-21,O20070913000097,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1598857203,N,335751,2264526862,THE BRONX LEBANON HIGHBRIDGE WOODYCREST CENTER,
O20170831000618,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1740710623,N,185122,7810260510,LANDMARK OF LOUISVILLE REHABILITATION AND NURSING CENTER,,CH,CHANGE OF OWNERSHIP,2017-09-01,O20100308000909,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1356394597,N,185122,2961547419,"PARKWAY EXTENDED CARE CENTER, INC.",PARKWAY MEDICAL CENTER AND PARKWAY REHABILITATION AND NURSING CENTER
O20170831002141,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1003341355,N,365564,2062785793,IRONTON OPCO INC,HARBOR HEALTHCARE OF IRONTON,CH,CHANGE OF OWNERSHIP,2017-06-01,O20060317000196,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1588669899,N,365564,5193732063,JOLIN HEALTH CENTER INC.,"JO-LIN HEALTH CENTER, INC."
O20170905001414,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1558883645,N,056259,7911270483,SANTA ROSA POSTACUTE CARE LLC,NORTHVINE POSTACUTE CARE,CH,CHANGE OF OWNERSHIP,2017-06-30,O20120110000793,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1487641049,N,056259,6103092382,ASHLEY LTC INC,SANTA ROSA CONVALESCENT HOSPITAL
O20170906003855,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1881123263,N,225216,4284907676,1199 JOHN FITCH HIGHWAY OPERATOR LLC,FITCHBURG HEALTHCARE,CH,CHANGE OF OWNERSHIP,2017-09-01,O20060412000362,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1639121502,N,225216,6608885066,GGNSC FITCHBURG LLC,GOLDEN LIVINGCENTER FITCHBURG
O20170907000663,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1760934392,N,185103,9234402652,BEREA OPERATIONS LLC,THE TERRACE NURSING AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2016-11-01,O20080307000273,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1225027840,N,185103,8628153103,BEREA AREA DEVELOPMENT LLC,THE TERRACE NURSING AND REHABILITATION FACILITY
O20170908001200,NE,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1215467840,N,285230,5294008504,VSL GENEVA LLC,HERITAGE CROSSINGS,CH,CHANGE OF OWNERSHIP,2017-07-01,O20100202000374,NE,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1346358132,N,285230,4385681782,"MANOR OF GENEVA, INC",HERITAGE CROSSINGS
O20170908001570,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1063864874,N,555459,1153618806,GHC OF SAC - SNF LLC,GRAMERCY COURT,CH,CHANGE OF OWNERSHIP,2016-07-01,O20051130000197,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1588780589,N,555459,3274553631,COTTAGE PARK PLACE LP,GRAMERCY COURT
O20170914000315,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1487085478,N,675722,6901709013,MIDLAND COUNTY HOSPITAL DISTRICT,FOCUSED CARE AT FORT STOCKTON,CH,CHANGE OF OWNERSHIP,2017-04-01,O20140213000324,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1487085478,N,675722,1355570433,FORT STOCKTON NURSING OPERATIONS LLC,FORT STOCKTON LIVING & REHABILITATION
O20170914002398,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1508386897,N,225506,7214201243,NEB OPERATOR LLC,NORTH END REHABILITATION AND HEALTHCARE CENTER,CH,CHANGE OF OWNERSHIP,2017-10-28,O20021008000005,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1407855000,N,225506,3779490305,"SPAULDING NURSING AND THERAPY CENTER BRIGHTON, INC.",SPAULDING NURSING AND THERAPY CENTER NORTH END
O20170915002616,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1356877609,N,555348,9133493067,GRANADA POST ACUTE LP,GRANADA POST ACUTE,CH,CHANGE OF OWNERSHIP,2017-03-01,O20121120000509,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942298914,N,555348,1153572169,HEALTHCARE INVESTMENTS II LLC,ROYAL OAKS CARE CENTER
O20170916000237,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184146920,N,146181,9234403197,"AVONDALE ESTATES OF ELGIN, LLC",,CH,CHANGE OF OWNERSHIP,2017-08-01,O20160922002846,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1023564606,N,146181,9436446101,ADDISON REHABILITATION & LIVING CENTER LLC,
O20170918000395,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1356871610,N,366094,6800160771,CONTINUING HEALTHCARE OF GAHANNA LLC,CONTINUING HEALTHCARE OF GAHANNA,CH,CHANGE OF OWNERSHIP,2017-08-01,O20090521000446,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1437255569,N,366094,1153470133,TRADITIONS AT STYGLER ROAD,NATIONAL CHURCH RESIDENCES STYGLER ROAD
O20170918001064,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1588194849,N,365826,0840564621,CONTINUING HEALTHCARE OF CUYAHOGA FALLS LLC,CONTINUING HEALTHCARE OF CUYAHOGA FALLS,CH,CHANGE OF OWNERSHIP,2017-08-01,O20090521000573,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1851497986,N,365826,2365515822,"PORTAGE TRAIL CARE CENTER, INC.",NATIONAL CHURCH RESIDENCES BATH ROAD
O20170918001984,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1235250705,N,676264,3375593510,OAKBEND MEDICAL CENTER,THE LEV AT WINCHESTER,CH,CHANGE OF OWNERSHIP,2017-03-31,O20100628001008,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1235250705,N,676264,9830129808,SSC ALVIN OPERATING COMPANY LLC,WINCHESTER LODGE HEALTHCARE CENTER
O20170919002642,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1033648332,N,145890,2668746363,ELDORADO REHAB & HEALTHCARE LLC,,CH,CHANGE OF OWNERSHIP,2017-07-01,O20120203000665,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1023097151,N,145890,3971760869,FOUNTAIN VIEW INC,
O20170919003580,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1346763729,N,525608,0042584757,COMPLETE CARE AT RIDGEWOOD LLC,RIDGEWOOD CARE CENTER,CH,CHANGE OF OWNERSHIP,2017-09-01,O20030613000008,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1649275991,N,525608,7315857448,RACINE COUNTY FINANCE DEPARTMENT,RIDGEWOOD CARE CENTER
O20170920000686,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1164651444,N,465078,2769376326,BEAVER VALLEY HOSPITAL,HIGHLAND CARE CENTER,CH,CHANGE OF OWNERSHIP,2017-06-28,O20091016000105,UT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1164651444,N,465078,5597802991,"HIGHLAND NURSING AND REHAB CENTER, LLC",HIGHLAND CARE CENTER
O20170920001819,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942722202,N,555356,5294009874,HONOLUA BAY HOLDINGS LLC,QUARTZ HILL POST ACUTE,CH,CHANGE OF OWNERSHIP,2017-09-01,O20090302000358,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1841214442,N,555356,8527977891,KINDRED NURSING CENTERS WEST LLC,KINDRED TRANSITIONAL CARE AND REHABILITATION-CANYONWOOD
O20170920002860,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1801319363,N,555090,2567736168,SALINASIDENCE OPCO LLC,PACIFIC COAST POST ACUTE,CH,CHANGE OF OWNERSHIP,2017-09-01,O20070417000439,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1013937804,N,555090,9931204138,"PACIFIC COAST CARE CENTER, LLC",KINDRED NURSING AND TRANSITIONAL CARE-PACIFIC COAST
O20170920004224,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1528585338,N,056177,0244504876,7400 24TH STREET LLC,DOUBLE TREE POST ACUTE CARE CENTER,CH,CHANGE OF OWNERSHIP,2017-08-01,O20070803000480,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1538131032,N,056177,2668563701,"SACRAMENTO OPERATING COMPANY, LP",DOUBLE TREE POST-ACUTE CARE CENTER
O20170921002687,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1457873184,N,366274,8628342102,"THE LAURELS OF CHAGRIN FALLS, LLC",REGENCY AT CHAGRIN FALLS,CH,CHANGE OF OWNERSHIP,2017-09-01,O20150313000987,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1376516328,N,366274,9537485388,HAMLET HEALTH CARE OPERATOR LLC,THE MANOR AT HAMLET VILLAGE
O20170922001468,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1982127338,N,555254,7214201649,"OAKLANDIDENCE OPCO, LLC",MEDICAL HILL HEALTHCARE CENTER,CH,CHANGE OF OWNERSHIP,2017-09-01,O20070418000419,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1083634893,N,555254,2860597952,"MEDICAL HILL REHAB CENTER, LLC",KINDRED NURSING AND REHABILITATION-MEDICAL HILL
O20170925000445,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1538683974,N,555307,2860766268,CHESAPEAKE BAY HOLDINGS LLC,CLEARWATER HEALTHCARE CENTER,CH,CHANGE OF OWNERSHIP,2017-09-01,O20090120000579,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1891700464,N,555307,8527977891,KINDRED NURSING CENTERS WEST LLC,KINDRED TRANSITIONAL CARE AND REHAB-VALLEY GARDENS
O20170925000698,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1306369871,N,056065,4082988480,"SANTA CRUZIDENCE OPCO, LLC",SANTA CRUZ POST ACUTE,CH,CHANGE OF OWNERSHIP,2017-09-01,O20090427000161,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1750396248,N,056065,8527977891,KINDRED NURSING CENTERS WEST LLC,KINDRED NURSING AND TRANSITIONAL CARE-SANTA CRUZ
O20170927004697,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1073035085,N,146010,1951675099,ACCOLADE HEALTHCARE OF PONTIAC LLC,ACCOLADE HEALTHCARE OF PONTIAC,CH,CHANGE OF OWNERSHIP,2017-08-02,O20150414002271,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1083019442,N,146010,0143548594,PONTIAC HEALTHCARE AND REHAB LLC,
O20170928000763,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1689112153,N,245148,3173897238,ESTATES AT ST LOUIS PARK LLC,,CH,CHANGE OF OWNERSHIP,2017-10-01,O20060412000428,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1932150380,N,245148,6709895170,GGNSC MINNEAPOLIS ST. LOUIS PARK LLC,GOLDEN LIVINGCENTER -  ST LOUIS PARK
O20171002000652,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1639692080,N,055848,0941575955,GOLDEN GATEIDENCE OPCO LLC,VICTORIAN POST ACUTE,CH,CHANGE OF OWNERSHIP,2017-09-01,O20081215000392,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1053480343,N,055848,8527977891,KINDRED NURSING CENTERS WEST LLC,KINDRED NURSING AND HEALTHCARE-VICTORIAN
O20171003005167,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1851814982,N,365327,7810262714,MONTGOMERY AT CARECORE LLC,MONTGOMERY CARE CENTER,CH,CHANGE OF OWNERSHIP,2017-08-01,O20100723000114,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1295719763,N,365327,5395877534,"MONTGOMERY LONG TERM CARE, LLC",MONTGOMERY CARE CENTER
O20171003005580,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1417470527,N,365597,4486929395,WESTMORELAND AT CARECORE LLC,WESTMORELAND PLACE,CH,CHANGE OF OWNERSHIP,2017-08-01,O20100225000653,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1457335937,N,365597,2062556210,"CHILLICOTHE LONG TERM CARE, INC",WESTMORELAND PLACE
O20171003006555,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1609396167,N,146018,9931474863,"LITTLE VILLAGE NURSING AND REHABILITATION CENTER, LLC",,CH,CHANGE OF OWNERSHIP,2017-08-01,O20100514000304,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1538481171,N,146018,2062540891,PARK HOUSE NURSING AND REHABILITATION CENTER LLC,
O20171003006738,AZ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1396269445,N,035164,8628343555,RED MOUNTAIN HEALTHCARE LLC,DESERT BLOSSOM HEALTH AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2017-09-01,O20110131000949,AZ,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1326349093,N,035164,9830378256,"WALNUT HOLDINGS, LLC",DESERT BLOSSOM HEALTH & REHABILITATION CENTER
O20171004000360,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1275056491,N,366412,8426323288,ALS MOUNT VERNON LLC,ALS MOUNT VERNON INC,CH,CHANGE OF OWNERSHIP,2017-08-01,O20150417000759,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1962892661,N,366412,0143548461,MOUNT VERNON NH LLC,MOUNT VERNON HEALTH AND REHABILITATION CENTER
O20171004003534,CO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1619486388,N,065001,8628343464,SWEETWATER AURORA OPCO LLC,LOWRY HILLS CARE AND REHABILITATION,CH,CHANGE OF OWNERSHIP,2017-12-01,O20091023000684,CO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1043303571,N,065001,8527977891,KINDRED NURSING CENTERS WEST LLC,KINDRED NURSING AND REHABILITATION-AURORA
O20171005003124,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1083133458,N,175207,9537434675,KANSAS SENIOR LIVING INC,SUNPORCH OF DODGE CITY,CH,CHANGE OF OWNERSHIP,2017-10-01,O20070823000605,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1356331870,N,175207,1951218817,THE EVANGELICAL LUTHERAN GOOD SAMARITAN SOCIETY,GOOD SAMARITAN SOCIETY - DODGE CITY
O20171006000432,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1972024263,N,115566,2567737208,COLUMBUS CENTER LLC,RIVER TOWNE CENTER,CH,CHANGE OF OWNERSHIP,2017-10-01,O20091214000150,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1174574164,N,115566,7416030135,"SUNBRIDGE RETIREMENT CARE ASSOCIATES, LLC",RIVER TOWNE CENTER
O20171009000999,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1871016139,N,365605,2466727086,MILCREST HEALTHCARE INC,MILCREST NURSING CENTER,CH,CHANGE OF OWNERSHIP,2017-08-01,O20040607001398,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1790896835,N,365605,7012999501,"MILLCREST HEALTHCARE GROUP, INC.",MILCREST NURSING CENTER
O20171009001951,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1972029098,N,225748,9830464361,PHILLIPS MANOR LLC,PHILLIPS MANOR NURSING HOME,CH,CHANGE OF OWNERSHIP,2017-10-01,O20110422000087,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1720074594,N,225748,5496930182,"JAVER, LLC",
O20171010002589,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1679902282,N,455573,6002054764,FANNIN COUNTY HOSPITAL AUTHORITY,TEXOMA HEALTHCARE CENTER,CH,CHANGE OF OWNERSHIP,2017-03-31,O20140311000043,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1679902282,N,455573,8123256393,"SHERMAN OPERATING COMPANY, LLC",TEXOMA HEALTHCARE CENTER
O20171011001244,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1699296988,N,115348,1254606627,ROME CENTER LLC,ETOWAH LANDING,CH,CHANGE OF OWNERSHIP,2017-10-01,O20090407000347,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1104876796,N,115348,7416030135,"SUNBRIDGE RETIREMENT CARE ASSOCIATES, LLC",ETOWAH LANDING
O20171011003666,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1811018476,N,455651,6002054764,FANNIN COUNTY HOSPITAL AUTHORITY,DOWNTOWN HEALTH AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2017-03-31,O20050824000266,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1811018476,N,455651,6709817349,SSC FORT WORTH DOWNTOWN OPERATING COMPANY LLC,DOWNTOWN HEALTH AND REHABILITATION CENTER
O20171011003858,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1932220076,N,675196,6002054764,FANNIN COUNTY HOSPITAL AUTHORITY,NORTH PARK HEALTH AND REHABILITATION CENTER,CH,CHANGE OF OWNERSHIP,2017-03-31,O20091211000060,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1932220076,N,675196,5395774004,SSC MCKINNEY OPERATING COMPANY LLC,NORTH PARK HEALTH AND REHABILITATION CENTER
O20171012000382,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1578099958,N,335579,1850666181,CLR CARTHAGE LLC,CARTHAGE CENTER FOR REHABILITATION AND NURSING.,CH,CHANGE OF OWNERSHIP,2017-09-01,O20030827000018,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1073558425,N,335579,5193636587,CARTHAGE NURSING AND REHABILITATION CENTER LLC,THE COUNTRY MANOR NURSING AND REHABILITATION CENTRE
O20171012000495,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1932648276,N,335014,2567737893,CLR SCHENECTADY LLC,SCHENECTADY CENTER FOR REHABILITATION AND NURSING.,CH,CHANGE OF OWNERSHIP,2017-09-01,O20030819000001,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1639166341,N,335014,5799696282,"SCHENECTADY NURSING AND REHABILITATION CENTER,LLC",THE CAPITAL LIVING NURSING AND REHABILITATION CENTRE
O20171012000542,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1033645858,N,335711,6103191440,CLR GRANVILLE LLC,SLATE VALLEY CENTER FOR REHABILITATION AND NURSING,CH,CHANGE OF OWNERSHIP,2017-09-01,O20030827000008,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1528003902,N,335711,9234040619,"GRANVILLE NURSING AND REHABILITATION CENTER, LLC",THE ORCHARD NURSING AND REHABILITATION CENTRE
O20171012000615,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1982131611,N,335280,9537434873,CLR TROY LLC,TROY CENTER FOR REHABILITATION AND NURSING.,CH,CHANGE OF OWNERSHIP,2017-09-01,O20030827000002,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1295770683,N,335280,4082525464,TROY NURSING AND REHABILITATION CENTER LLC,THE SPRINGS NURSING AND REHABILITATION CENTRE
O20171012000792,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1396274346,N,335548,7214202555,CLR MINOA LLC,ONONDAGA CENTER FOR REHABILITATION AND NURSING,CH,CHANGE OF OWNERSHIP,2017-09-01,O20030819000000,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1538104989,N,335548,3072424563,MINOA NURSING AND REHABILITATION CENTER LLC,THE CROSSINGS NURSING AND REHABILITATION CENTRE
O20171016001528,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1245784271,N,335569,8729354931,170 WEST AVENUE OPERATING COMPANY LLC,ELDERWOOD OF LAKESIDE AT BROCKPORT,CH,CHANGE OF OWNERSHIP,2018-01-01,O20111214000404,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1891791927,N,335569,0042485468,LAKESIDE BEIKIRCH CARE CENTER INC,
O20171016003037,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1700322542,N,335331001,0648546887,"IR OPERATIONS ASSOCIATES, LLC",GRANVILLE CENTER FOR REHABILITATION AND NURSING,CH,CHANGE OF OWNERSHIP,2017-10-01,O20070110000447,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1972687655,N,335331001,2961402227,IROP LLC,INDIAN RIVER REHABILITATION AND NURSING CENTER
O20171019000111,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942723085,N,185038,6103192125,PAVILION AT KENTON FOR NURSING AND REHABILITATION LLC,THE PAVILION AT KENTON,CH,CHANGE OF OWNERSHIP,2017-08-29,O20150213000794,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1851795686,N,185038,4284959214,PH PROVIDENCE LLC,PROVIDENCE PAVILION
