ENROLLMENT ID,ENROLLMENT STATE,PROVIDER TYPE CODE,PROVIDER TYPE TEXT,NPI,MULTIPLE NPI FLAG,CCN,ASSOCIATE ID,ORGANIZATION NAME,DOING BUSINESS AS NAME,INCORPORATION DATE,INCORPORATION STATE,ORGANIZATION TYPE STRUCTURE,ORGANIZATION OTHER TYPE TEXT,PROPRIETARY_NONPROFIT,NURSING HOME PROVIDER NAME,AFFILIATION ENTITY NAME,AFFILIATION ENTITY ID,ADDRESS LINE 1,ADDRESS LINE 2,CITY,STATE,ZIP CODE
O20031114000353,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1215940556,N,165547,8921912981,WAYLAND MENNONITE HOME ASSOCIATION,PARKVIEW HOME,1959-09-08,IA,CORPORATION,,N,PARKVIEW HOME,,,102 N JACKSON ST,,WAYLAND,IA,526547616
O20031114000391,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1285721449,N,235530,4789598640,MARIAN VILLAGE CORPORATION,MARYWOOD NURSING CARE CENTER,1989-10-27,MI,CORPORATION,,N,MARYWOOD NURSING CARE CENTER,FELICIAN SERVICES,684,36975 5 MILE RD,,LIVONIA,MI,481541871
O20031117000136,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1932193984,N,055196,4587578356,MARYCREST MANOR,,1956-07-11,CA,CORPORATION,,N,MARYCREST MANOR,,,10664 SAINT JAMES DR,,CULVER CITY,CA,902305461
O20031117000383,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1013904283,N,335757,3678487493,"HARRIS HILL NURSING FACILITY, LLC",,,,LLC,,P,"HARRIS HILL NURSING FACILITY, L L C",THE MCGUIRE GROUP,510,2699 WEHRLE DR,,WILLIAMSVILLE,NY,142217332
O20031117000385,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1144331679,N,165543,8022926526,WESLEY RETIREMENT SERVICES INC,WESLEY PARK CENTRE,1947-07-08,IA,CORPORATION,,N,WESLEY PARK CENTRE,WESLEYLIFE,561,500 1ST ST N,,NEWTON,IA,502083119
O20031118000208,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1699786061,N,105779,9335053990,"HEALTHPARK CARE CENTER, INC.",,1992-01-01,FL,OTHER,NOT FOR PROFIT,N,HEALTHPARK CARE CENTER,,,16131 ROSERUSH CT,,FORT MYERS,FL,339083634
O20031118000256,MA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1649241274,N,225619,9436063005,MARIE ESTHER HEALTH CENTER INC,ALLIANCE HEALTH AT MARIE ESTHER,1993-03-18,MA,CORPORATION,,N,ALLIANCE HEALTH AT MARIE ESTHER,ALLIANCE HEALTH & HUMAN SERVICES,23,720 BOSTON POST RD E,,MARLBOROUGH,MA,017523766
O20031118000401,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1215982525,N,345421,7012821614,"LAUREL HEALTH CARE COMPANY OF CHATHAM NORTH CAROLINA, INC",THE LAURELS OF CHATHAM,1992-03-11,NC,CORPORATION,,P,THE LAURELS OF CHATHAM,CIENA HEALTHCARE/LAUREL HEALTH CARE,144,72 CHATHAM BUSINESS PARK,,PITTSBORO,NC,273129726
O20031118000528,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1558356386,N,165462,9931013455,TAMA HEALTH CARE ENTERPRISES LLC,SUNNY HILL CARE CENTER,2001-07-18,IA,LLC,,P,SUNNY HILL CARE CENTER,,,1708 HARDING ST,,TAMA,IA,523391028
O20031118000536,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1740275718,N,165441,2567376080,"ANKENY HEALTHCARE ENTERPRISES, LLC",SUNNY VIEW CARE CENTER,2001-07-18,IA,LLC,,P,SUNNY VIEW CARE CENTER,,,410 NW ASH DR,,ANKENY,IA,500231552
O20031118000573,IL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1700867033,N,145382,4284548702,"SENECA NURSING HOME, INC.",LEE MANOR,1976-04-07,IL,CORPORATION,,P,LEE MANOR,,,1301 LEE ST,,DES PLAINES,IL,600181514
O20031118000664,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1871548487,N,345428,8628982170,"OAK HEALTH CARE INVESTORS OF SALISBURY, INC",THE LAURELS OF SALISBURY,,,CORPORATION,,P,THE LAURELS OF SALISBURY,CIENA HEALTHCARE/LAUREL HEALTH CARE,144,215 LASH DRIVE,,SALISBURY,NC,28147
O20031118000930,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1427003110,N,345389,4082528583,"OAK HEALTH CARE INVESTORS OF NORTH CAROLINA, INC",THE LAURELS OF FOREST GLENN,1992-01-10,NC,CORPORATION,,P,THE LAURELS OF FOREST GLENN,CIENA HEALTHCARE/LAUREL HEALTH CARE,144,1101 HARTWELL STREET,,GARNER,NC,275293675
O20031119000213,IN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1831196369,N,155725,1759295157,UNIVERSITY PLACE INC,UNIVERSITY PLACE HEALTH CENTER AND ASSISTED LIVING,1998-10-15,IN,CORPORATION,,N,UNIVERSITY PLACE HEALTH CENTER AND ASSISTED LIVING,FRANCISCAN COMMUNITIES,227,1750 LINDBERG RD,,WEST LAFAYETTE,IN,479067317
O20031120000392,ND,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1114925120,N,355086,1850295056,AMERICAN LUTHERAN HOMES INC,BETHANY ON UNIVERSITY,1959-10-26,ND,CORPORATION,,N,BETHANY ON UNIVERSITY,,,201 UNIVERSITY DR S,,FARGO,ND,581031775
O20031120000514,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1649254582,N,345465,6709780943,"CENTURY CARE OF NEW BERN, INC.",BAYVIEW NURSING & REHABILITATION CENTER,2003-09-18,NC,CORPORATION,,P,BAYVIEW NURSING & REHAB CENTER,CENTURY CARE MANAGEMENT,131,3003 KENSINGTON PARK DR,,NEW BERN,NC,285604401
O20031121000500,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1376546762,N,525476,0840194890,"AMERICAN LUTHERAN CHURCH-NORTHLAND LUTHERN SERVICES FOR THE ELDERLY, I",LUTHER HOME,1988-11-11,WI,CORPORATION,,N,LUTHER HOME,,,831 PINE BEACH RD,,MARINETTE,WI,541434225
O20031124000066,MI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1720081094,N,235475,0042123937,"NORTHWEST PARTNERS, LLC",BEACONSHIRE NURSING CENTRE,2003-08-01,MI,LLC,,P,BEACONSHIRE NURSING CENTRE,,,21630 HESSEL AVE,,DETROIT,MI,482191230
O20031124000518,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1528148020,N,055170,5698679355,PICO RIVERA HEALTHCARE LLC,PICO RIVERA HEALTHCARE CENTER,2003-09-09,CA,LLC,,P,PICO RIVERA HEALTHCARE CENTER,LONGWOOD MANAGEMENT CORPORATION,323,9140  VERNER                        ST,,PICO RIVERA,CA,906602741
O20031124000527,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1033293436,N,055457,3678477338,NORWALK HEALTHCARE LLC,INTERCOMMUNITY HEALTHCARE & REHABILITATION CENTER,2003-09-09,CA,LLC,,P,INTERCOMMUNITY HEALTHCARE & REHABILITATION CENTER,LONGWOOD MANAGEMENT CORPORATION,323,12627  STUDEBAKER                    RD,,NORWALK,CA,906502518
O20031125000186,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1417944265,N,165532,5395649941,EVENTIDE,EVENTIDE LUTHERAN HOME FOR THE AGED,1961-07-26,IA,CORPORATION,,N,"GRACEWELL, AN EVENTIDE COMMUNITY",,,114 S 20TH ST,,DENISON,IA,514422251
O20031125000328,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942204318,N,055518,9032013628,"GHC OF NEWPORT BEACH, LLC",NEWPORT NURSING AND REHABILITATION CENTER,2003-09-30,CA,LLC,,P,NEWPORT NURSING AND REHABILITATION CENTER,GENERATIONS HEALTHCARE,236,1555 SUPERIOR AVE,,NEWPORT BEACH,CA,926633628
O20031125000329,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1366439952,N,105730,2668385352,"SPRING LAKE NC, LLC",SPRING LAKE REHABILITATION CENTER,,,LLC,,P,SPRING LAKE REHABILITATION CENTER,CLEAR CHOICE HEALTHCARE,149,1540 6TH ST NW,,WINTER HAVEN,FL,338812368
O20031125000839,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1619976131,N,555458,5597669077,"C STREET HEALTH ASSOCIATES, LLC",GLENWOOD CARE CENTER,2003-10-24,NV,LLC,,P,GLENWOOD CARE CENTER,THE ENSIGN GROUP,507,1300 N C STREET,,OXNARD,CA,93030
O20031125000867,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1104800069,N,345414,6901700483,"HAYMOUNT REHABILITATION AND NURSING CENTER, INC",,2002-05-01,NC,CORPORATION,,P,"HAYMOUNT REHABILITATION & NURSING CENTER, INC",CENTURY CARE MANAGEMENT,131,2346 BARRINGTON CIRCLE,,FAYETTEVILLE,NC,283034284
O20031126000090,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1427057645,N,555478,5890699383,"VICTORIA VENTURA HEALTHCARE, LLC",VICTORIA CARE CENTER,2003-10-24,NV,LLC,,P,VICTORIA CARE CENTER,THE ENSIGN GROUP,507,5445 EVEREGLADES STREET,,VENTURA,CA,930036523
O20031126000093,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1316921190,N,345383,9133023542,"CENTURY CARE OF LAURINBURG, INC",SCOTTISH PINES REHABILITATION AND NURSING CENTER,1983-01-20,NC,CORPORATION,,P,SCOTTISH PINES REHABILITATION AND NURSING CENTER,CENTURY CARE MANAGEMENT,131,620 JOHNS RD,,LAURINBURG,NC,283525128
O20031126000182,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1538193537,N,335645,6901700335,"BETHANY NURSING HOME AND HEALTH RELATED FACILITY, INC.",,1975-07-28,NY,CORPORATION,,N,BETHANY NURSING HOME & HEALTH RELATED FACILITY INC,,,3005 WATKINS RD,,HORSEHEADS,NY,148451800
O20031126000417,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1033106489,N,335532,1759285133,CPR ASSOCIATES LLC.,AARON MANOR REHABILITATION AND NURSING CENTER,2002-09-07,NY,LLC,,P,AARON MANOR REHABILITATION AND NURSING CENTER,,,100 SAINT CAMILLUS WAY,,FAIRPORT,NY,144508500
O20031129000006,WI,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1649203050,N,525671,1850296203,"SCHMITT WOODLAND HILLS, INC.",,1970-06-20,WI,CORPORATION,,N,SCHMITT WOODLAND HILLS,,,1400W SEMINARY ST,,RICHLAND CENTER,WI,535812036
O20031201000270,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1285693762,N,015089,6406751700,"EVERGREEN NURSING HOME, LLC",EVERGREEN NURSING HOME,2003-09-12,AL,LLC,,P,EVERGREEN NURSING HOME,CROWNE HEALTH CARE,174,100 SANDERS DR,,EVERGREEN,AL,364013306
O20031201000498,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1053370544,N,015193,7315842663,"CROWNE HEALTH CARE OF GREENVILLE, LLC",CROWNE HEALTH CARE OF GREENVILLE,2003-09-12,AL,LLC,,P,CROWNE HEALTH CARE OF GREENVILLE,CROWNE HEALTH CARE,174,408 COUNTRY CLUB DR,,GREENVILLE,AL,360371310
O20031201000545,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1538128095,N,015188,1850296112,"JACKSON HEALTH CARE FACILITY, LLC",JACKSON HEALTH CARE FACILITY,2003-09-15,AL,LLC,,P,JACKSON HEALTH CARE FACILITY,CROWNE HEALTH CARE,174,2616 COLLEGE AVE,,JACKSON,AL,365452469
O20031201000604,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1033178504,N,015214,7810892189,MADISON MANOR NURSING HOME LLC,MADISON MANOR NURSING HOME,2003-09-11,AL,LLC,,P,MADISON MANOR NURSING HOME,CROWNE HEALTH CARE,174,3891 SULLIVAN ST,,MADISON,AL,357581740
O20031201000664,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1154380632,N,015100,9436054616,"CROWNE HEALTH CARE OF MOBILE, LLC",CROWNE HEALTH CARE OF MOBILE,2003-09-15,AL,LLC,,P,CROWNE HEALTH CARE OF MOBILE,CROWNE HEALTH CARE,174,954 NAVCO RD,,MOBILE,AL,366052413
O20031201000723,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1871670083,N,056168,2062317258,"GRANADA HILLS CONVALESCENT HOSPITAL, INC.",GRANADA HILLS CARE CENTER,2003-05-21,CA,CORPORATION,,P,GRANADA HILLS CONVALESCENT,,,16123 CHATSWORTH ST,,GRANADA HILLS,CA,913447045
O20031201000740,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1740249200,N,015129,1850296047,"ATMORE NURSING CENTER, LLC",ATMORE NURSING CENTER,2003-09-16,AL,LLC,,P,ATMORE NURSING CENTER,CROWNE HEALTH CARE,174,715 E LAUREL ST,,ATMORE,AL,365023113
O20031201000788,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1548230188,N,345506,2668377870,"MASONIC AND EASTERN STAR HOME OF NORTH CAROLINA, INCORPORATED",WHITESTONE: A MASONIC AND EASTERN STAR COMMUNITY,1910-06-18,NC,CORPORATION,,N,WHITESTONE  A MASONIC AND EASTERN STAR COMMUNITY,,,700 S HOLDEN RD,,GREENSBORO,NC,274072321
O20031203000018,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1972562536,N,015191,4082519160,"BROWN NURSING HOME, LLC",BROWN NURSING HOME,2003-09-11,AL,LLC,,P,BROWN NURSING HOME,CROWNE HEALTH CARE,174,2334 WASHINGTON ST,,ALEXANDER CITY,AL,350103569
O20031203000065,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1508825076,N,015156,0840195939,"CROWNE HEALTH CARE OF FORT PAYNE, LLC",CROWNE HEALTH CARE OF FORT PAYNE,2003-09-11,AL,LLC,,P,CROWNE HEALTH CARE OF FT PAYNE,CROWNE HEALTH CARE,174,403 13TH ST NW,,FORT PAYNE,AL,359673145
O20031203000102,OR,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1598751992,N,385199,2769387869,CARE CENTER (CHEHALEM) INC,CHEHALEM HEALTH AND REHAB CENTER,1985-08-29,OR,CORPORATION,,P,CHEHALEM POST ACUTE,PRESTIGE CARE,417,1900 FULTON ST,,NEWBERG,OR,971321806
O20031203000270,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1851375703,N,345170,7719882760,"CENTURY CARE OF THE CRYSTAL COAST, INC",CRYSTAL BLUFFS REHABILITATION & HEALTH CARE CENTER,1999-09-30,NC,CORPORATION,,P,CRYSTAL BLUFFS REHABILITATION AND HEALTH CARE CENT,CENTURY CARE MANAGEMENT,131,4010 BRIDGES STREET EXT,,MOREHEAD CITY,NC,285572915
O20031203000483,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1659330132,N,015179,8426953423,"PARKWOOD HEALTH CARE FACILITY, LLC",PARKWOOD HEALTH CARE FACILITY,2003-09-11,AL,LLC,,P,PARKWOOD HEALTH CARE FACILITY,CROWNE HEALTH CARE,174,3301 STADIUM DR,,PHENIX CITY,AL,368673115
O20031203000548,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1477512952,N,015177,0143125153,"WOODHAVEN MANOR NURSING HOME, LLC",WOODHAVEN MANOR,2003-09-15,AL,LLC,,P,WOODHAVEN MANOR NURSING HOME,CROWNE HEALTH CARE,174,105 W WINDSOR ST,,DEMOPOLIS,AL,367323617
O20031204001194,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1194897363,N,055135,3779488440,MONTROSE HEALTHCARE INC,MONTROSE HEALTHCARE CENTER,2003-07-18,CA,CORPORATION,,P,MONTROSE HEALTHCARE CENTER,LONGWOOD MANAGEMENT CORPORATION,323,2123 VERDUGO BLVD,,MONTROSE,CA,910201628
O20031204001201,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1518036060,N,056129,9133024805,BURBANK HEALTHCARE LLC,BURBANK HEALTHCARE AND REHABILITATION CENTER,2003-07-18,CA,LLC,,P,BURBANK HEALTHCARE & REHAB,LONGWOOD MANAGEMENT CORPORATION,323,1041 S MAIN ST,,BURBANK,CA,915063205
O20031204001203,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1487734935,N,056133,3779488457,CANOGA HEALTHCARE LLC,WEST HILLS HEALTH AND REHABILITATION CENTER,2003-07-18,CA,LLC,,P,WEST HILLS HEALTH AND REHABILITATION  CENTER,LONGWOOD MANAGEMENT CORPORATION,323,7940 TOPANGA CANYON BLVD,,CANOGA PARK,CA,913044732
O20031204001210,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1316018310,N,056250,0042115727,"ABILITY HOMECARE, INC.",SHERMAN OAKS HEALTH AND REHABILITATION CENTER,1993-02-19,CA,CORPORATION,,P,SHERMAN OAKS HEALTH & REHAB,LONGWOOD MANAGEMENT CORPORATION,323,14401 HUSTON ST,,SHERMAN OAKS,CA,914231721
O20031205000742,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1164481826,N,015322,1052216587,"ENGLEWOOD HEALTH CARE CENTER, LLC",ENGLEWOOD HEALTH CARE CENTER,2003-09-12,AL,LLC,,P,ENGLEWOOD HEALTH CARE CENTER,CROWNE HEALTH CARE,174,2046 S ALABAMA AVE,,MONROEVILLE,AL,364603044
O20031208000892,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1144289711,N,015035,3779489190,"WEST GATE VILLAGE, LLC",WEST GATE VILLAGE,2003-09-16,AL,LLC,,P,WEST GATE VILLAGE,CROWNE HEALTH CARE,174,100 PINEVIEW ST & 3RD,,BREWTON,AL,364261302
O20031208000958,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1215912910,N,555706,0941106389,DEL AMO GARDENS CONVALESCENT,DEL AMO GARDENS CARE CENTER,2002-10-01,CA,LLC,,P,DEL AMO GARDENS CARE CENTER,,,22419 KENT AVE,,TORRANCE,CA,905052303
O20031208000960,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1043279532,N,015199,2769388107,"CROWNE HEALTH CARE OF EUFAULA, LLC",CROWNE HEALTH CARE OF EUFAULA,2003-09-17,AL,LLC,,P,CROWNE HEALTH CARE OF EUFAULA,CROWNE HEALTH CARE,174,430 RIVERS AVE,,EUFAULA,AL,360271820
O20031208001003,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1679532238,N,015393,5395641740,"CROWNE HEALTH CARE OF MONTGOMERY, LLC",CROWNE HEALTH CARE OF MONTGOMERY,2003-09-12,AL,LLC,,P,CROWNE HEALTH CARE OF MONTGOMERY,CROWNE HEALTH CARE,174,1837 UPPER WETUMPKA RD,,MONTGOMERY,AL,361071333
O20031208001020,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1346225059,N,056019,9638075088,B&E CONVALESCENT CENTER INC.,GARDENA CONVALESCENT CENTER,1970-12-28,CA,CORPORATION,,P,GARDENA CONVALESCENT CENTER,,,14819 S VERMONT AVE,,GARDENA,CA,902473002
O20031209000083,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1780631200,N,115410,9133025414,"THE OAKS - LIMESTONE, LLC",THE OAKS - LIMESTONE,2007-09-25,GA,LLC,,P,"OAKS - LIMESTONE, THE",PRUITTHEALTH,434,2560 FLINTRIDGE RD,,GAINESVILLE,GA,305017425
O20031209000481,PA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1851396972,N,395227,3779489935,BROOKSIDE HEALTHCARE & REHABILITATION CENTER LLC,BROOKSIDE HEALTHCARE & REHAB CENTER,2003-07-01,PA,LLC,,P,BROOKSIDE HEALTHCARE & REHABILITATION CENTER,NATIONWIDE HEALTHCARE SERVICES,366,2630  WOODLAND RD,,ROSLYN,PA,190013013
O20031209001098,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1568491694,N,365475,6709782873,"LIBERTY NURSING CENTER OF MANSFIELD, INC.",,2003-08-01,OH,CORPORATION,,P,LIBERTY NURSING CENTER OF MANSFIELD,,,535 LEXINGTON AVE,,MANSFIELD,OH,449071502
O20031210000296,WA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1851386122,N,505265,9830095975,EMERALD CARE,EMERALD CARE,2002-11-25,WA,CORPORATION,,N,EMERALD CARE,,,209 N AHTANUM AVENUE,,WAPATO,WA,989511125
O20031210000933,AL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1184719247,N,015371,4880590736,"HERITAGE HEALTH CARE & REHAB, INC.","HERITAGE HEALTH CARE & REHAB, INC",2003-11-25,AL,CORPORATION,,P,HERITAGE HEALTH CARE & REHAB INC,,,1101 SNOWS MILL AVE,,TUSCALOOSA,AL,354062015
O20031211000869,FL,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1932196508,N,105650,4587560222,"SOVEREIGN HEALTHCARE OF TAMPA, LLC",BAYSHORE POINTE NURSING AND REHAB CENTER,2003-10-01,DE,LLC,,P,BAYSHORE POINTE NURSING AND REHAB CENTER,SOVEREIGN HEALTHCARE HOLDINGS,482,3117 W GANDY BLVD,,TAMPA,FL,336112927
O20031213000019,KY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1083661748,N,185155,8921905407,"CAMPBELL/PRESTON MEDICAL INVESTORS, LLC",LIFE CARE CENTER OF MOREHEAD,,,LLC,,P,LIFE CARE CENTER OF MOREHEAD,LIFE CARE CENTERS OF AMERICA,311,933 N TOLLIVER RD,,MOREHEAD,KY,403511347
O20031213000029,KS,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942256656,N,175281,4183521669,CONSOLIDATED RESOURCES HEALTH CARE FUND I LP,LIFE CARE CENTER OF KANSAS CITY,,,PARTNERSHIP,,P,LIFE CARE CENTER OF KANSAS CITY,LIFE CARE CENTERS OF AMERICA,311,3231 N 61ST ST,,KANSAS CITY,KS,661041415
O20031216000112,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1730189440,N,505500,9234036559,MISSION HEALTHCARE AT BELLEVUE JOINT VENTURE,MISSION HEALTHCARE AT BELLEVUE,,,LLC,,P,MISSION HEALTHCARE AT BELLEVUE,,,2424 156TH AVE NE,,BELLEVUE,WA,980073814
O20031217001087,CO,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1841374139,N,065381,7113837469,GRAND RIVER HOSPITAL DISTRICT,GRAND RIVER HEALTH CARE CENTER,,,OTHER,SPECIAL DISTRICT,N,GRAND RIVER HEALTH CARE CENTER,,,701 E 5TH ST,,RIFLE,CO,816502909
O20031218000899,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1790772341,N,165151,4385541002,LEXINGTON SQUARE LLC,MISSISSIPPI VALLEY HEALTHCARE & REHABILITATION CENTER,2003-12-09,IA,LLC,,P,MISSISSIPPI VALLEY,,,500 MESSENGER RD,,KEOKUK,IA,526322117
O20031219000154,OK,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1922190008,N,375451,8325945017,"PLEASANT VALLEY HEALTH CARE CENTER, INC","PLEASANT VALLEY HEALTH CARE CENTER,",1976-12-01,OK,CORPORATION,,P,PLEASANT VALLEY HEALTH CARE CENTER,,,1120 ILLINOIS STREET,"PLEASANT VALLEY HEALTH CARE CENTER, INC",MUSKOGEE,OK,744037411
O20031220000004,NC,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1992793962,N,345349,9931017332,"WOODBURY WELLNESS CENTER, INC.",,1997-12-19,NC,CORPORATION,,P,WOODBURY WELLNESS CENTER INC,,,2778  COUNTRY CLUB                  DR,,HAMPSTEAD,NC,284438028
O20031222000077,OK,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1821182270,N,375259,2961309935,WESTERN NURSING HOME LLC,WESTERN SKILLED NURSING AND THERAPY,,,LLC,,P,WESTERN SKILLED NURSING AND THERAPY,BRIDGES HEALTH,91,111 WALNUT DR,,BUFFALO,OK,738340001
O20031222000508,IA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1508850512,N,165513,8820996333,MARTIN LUTHER HOME CORPORATION,LUTHER MANOR COMMUNITIES,1949-12-24,IA,CORPORATION,,N,LUTHER MANOR AT HILLCREST,,,3131 HILLCREST RD,,DUBUQUE,IA,520013908
O20031222000873,GA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1336196468,N,115313,1355249723,"PRUITTHEALTH - BROOKHAVEN, LLC",PRUITTHEALTH - BROOKHAVEN,2007-09-19,GA,LLC,,P,PRUITTHEALTH - BROOKHAVEN,PRUITTHEALTH,434,3535 ASHTON WOODS DR NE,,ATLANTA,GA,303192201
O20031223000672,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1417947722,N,335300,9931007242,FORT HUDSON NURSING CENTER INC,,2003-12-17,NY,CORPORATION,,N,FORT HUDSON NURSING CENTER INC,,,319 BROADWAY,,FORT EDWARD,NY,128281221
O20040102000593,MN,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1952332975,N,245269,3173422797,GOOD SHEPHERD LUTHERAN HOME OF SAUK RAPIDS MINNESOTA,,1962-06-28,MN,CORPORATION,,N,GOOD SHEPHERD LUTHERAN HOME,,,1115 4TH AVE N,,SAUK RAPIDS,MN,563792201
O20040102000601,NY,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1588650873,N,335136,0345149969,LORETTO HEALTH AND REHABILITATION CENTER,,2003-12-19,NY,CORPORATION,,N,LORETTO HEALTH AND REHABILITATION CENTER,,,700 E BRIGHTON AVE,,SYRACUSE,NY,132052201
O20040102000676,TX,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1942287370,N,325092,1052210689,STATE OF NEW MEXICO,NEW MEXICO STATE VETERANS HOME,,,OTHER,GOVERNMENT ENTITY,N,NEW MEXICO STATE VETERANS HOME,,,992 S BROADWAY,,TRUTH OR CONSEQUENCES,NM,879013198
O20040108000345,CT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1790843100,N,075314,5193624179,"BIDWELL CARE CENTER, LLC",TOUCHPOINTS AT MANCHESTER,2003-12-01,CT,LLC,,P,TOUCHPOINTS AT MANCHESTER,ICARE HEALTH NETWORK,277,333 BIDWELL ST,,MANCHESTER,CT,060406469
O20040108000530,OH,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1811901713,N,365238,9537068440,"HCF OF WAPAKONETA, INC.",WAPAKONETA MANOR,2002-10-03,OH,CORPORATION,,P,WAPAKONETA MANOR,HCF MANAGEMENT,251,1010 LINCOLN HWY,,WAPAKONETA,OH,458959347
O20040108000708,CT,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1457419855,N,075337,7315846250,"MERIDEN CARE CENTER, LLC",SILVER SPRINGS CARE CENTER,,,LLC,,P,SILVER SPRINGS CARE CENTER,ICARE HEALTH NETWORK,277,33 ROY ST,,MERIDEN,CT,064506470
O20040109000588,CA,00-18,PART A PROVIDER - SKILLED NURSING FACILITY,1437145109,N,555390,8921908831,UHS-CORONA INC.,CORONA REGIONAL MEDICAL CENTER,1981-11-18,DE,CORPORATION,,P,CORONA REGIONAL MEDICAL CENTER D/P SNF,,,730 MAGNOLIA AVENUE,CORONA REGIONAL MEDICAL CENTER (SNF),CORONA,CA,928793117
